MI School Data,
"Educator Effectiveness Snapshot
Statewide: 2015-16 / Teachers",
School Year,Location Name,Location Type,Location Code,Assignment Type,Total Count,HighlyEffective Count,Effective Count,MinimallyEffective Count,Effective Or More Count ,Minimally Effective Or Less Count,Ineffective Count,Highly Effective Percentage,Effective Percentage,Effective Or More Percentage,Minimally Effective Percentage,Minimally Effective Or Less Percentage,Ineffective Percentage,
2016-17,Chelsea School District,District,81040,Teacher,149,90,59,0,149,0,0,60%,40%,100%,0%,0%,0%,
2016-17,Chesaning Union Schools,District,73110,Teacher,89,39,50,0,89,0,0,44%,56%,100%,0%,0%,0%,
2016-17,Chippewa Hills School District,District,54025,Teacher,108,53,55,0,108,0,0,49%,51%,100%,0%,0%,0%,
2016-17,Chippewa Valley Schools,District,50080,Teacher,856,831,24,0,855,1,1,97%,3%,100%,0%,0%,0%,
2016-17,Church School District,District,32040,Teacher,1,0,1,0,1,0,0,0%,100%,100%,0%,0%,0%,
2016-17,"Harper Woods, The School District of the City of",District,82320,Teacher,114,6,108,0,114,0,0,5%,95%,100%,0%,0%,0%,
2016-17,Clara B. Ford Academy (SDA),District,82996,Teacher,16,2,14,0,16,0,0,13%,88%,100%,0%,0%,0%,
2016-17,Clare Public Schools,District,18010,Teacher,91,37,51,2,88,3,1,41%,56%,97%,2%,3%,1%,
2016-17,Clarenceville School District,District,63090,Teacher,114,37,77,0,114,0,0,32%,68%,100%,0%,0%,0%,
2016-17,Clarkston Community School District,District,63190,Teacher,592,51,538,3,589,3,0,9%,91%,99%,1%,1%,0%,
2016-17,Clawson Public Schools,District,63270,Teacher,136,49,85,2,134,2,0,36%,63%,99%,1%,1%,0%,
2016-17,Climax-Scotts Community Schools,District,39020,Teacher,42,15,27,0,42,0,0,36%,64%,100%,0%,0%,0%,
2016-17,Clinton Community Schools,District,46060,Teacher,67,21,41,5,62,5,0,31%,61%,93%,7%,7%,0%,
2016-17,Clintondale Community Schools,District,50070,Teacher,130,51,77,0,128,2,2,39%,59%,98%,0%,2%,2%,
2016-17,Clio Area School District,District,25150,Teacher,152,45,105,1,150,2,1,30%,69%,99%,1%,1%,1%,
2016-17,Coldwater Community Schools,District,12010,Teacher,161,58,103,0,161,0,0,36%,64%,100%,0%,0%,0%,
2016-17,Cole Academy,District,33901,Teacher,11,0,11,0,11,0,0,0%,100%,100%,0%,0%,0%,
2016-17,Coleman Community Schools,District,56030,Teacher,44,8,36,0,44,0,0,18%,82%,100%,0%,0%,0%,
2016-17,Colfax Township S/D #1F,District,32260,Teacher,2,1,1,0,2,0,0,50%,50%,100%,0%,0%,0%,
2016-17,Coloma Community Schools,District,11330,Teacher,98,5,89,4,94,4,0,5%,91%,96%,4%,4%,0%,
2016-17,Colon Community School District,District,75040,Teacher,41,4,28,7,32,9,2,10%,68%,78%,17%,22%,5%,
2016-17,Columbia School District,District,38040,Teacher,90,79,9,0,88,2,2,88%,10%,98%,0%,2%,2%,
2016-17,Commonwealth Community Development Academy,District,82919,Teacher,9,3,3,3,6,3,0,33%,33%,67%,33%,33%,0%,
2016-17,Comstock Park Public Schools,District,41080,Teacher,121,1,119,1,120,1,0,1%,98%,99%,1%,1%,0%,
2016-17,Comstock Public Schools,District,39030,Teacher,133,27,102,4,129,4,0,20%,77%,97%,3%,3%,0%,
2016-17,Concord Academy - Petoskey,District,24901,Teacher,15,4,10,1,14,1,0,27%,67%,93%,7%,7%,0%,
2016-17,Concord Academy - Boyne,District,15901,Teacher,17,2,12,3,14,3,0,12%,71%,82%,18%,18%,0%,
2016-17,Concord Community Schools,District,38080,Teacher,46,0,45,1,45,1,0,0%,98%,98%,2%,2%,0%,
2016-17,Global Preparatory Academy,District,50904,Teacher,10,0,10,0,10,0,0,0%,100%,100%,0%,0%,0%,
2016-17,Conner Creek Academy East,District,50902,Teacher,53,25,28,0,53,0,0,47%,53%,100%,0%,0%,0%,
2016-17,Constantine Public School District,District,75050,Teacher,87,21,63,3,84,3,0,24%,72%,97%,3%,3%,0%,
2016-17,Coopersville Area Public School District,District,70120,Teacher,160,33,126,1,159,1,0,21%,79%,99%,1%,1%,0%,
2016-17,Corunna Public Schools,District,78100,Teacher,101,17,84,0,101,0,0,17%,83%,100%,0%,0%,0%,
2016-17,Countryside Academy,District,11901,Teacher,41,13,28,0,41,0,0,32%,68%,100%,0%,0%,0%,
2016-17,Covenant House Academy Detroit,District,82991,Teacher,26,3,23,0,26,0,0,12%,88%,100%,0%,0%,0%,
2016-17,Covert Public Schools,District,80040,Teacher,27,5,21,1,26,1,0,19%,78%,96%,4%,4%,0%,
2016-17,Crawford AuSable Schools,District,20015,Teacher,112,0,111,1,111,1,0,0%,99%,99%,1%,1%,0%,
2016-17,Creative Montessori Academy,District,82969,Teacher,38,10,28,0,38,0,0,26%,74%,100%,0%,0%,0%,
2016-17,Creative Technologies Academy,District,41918,Teacher,22,8,14,0,22,0,0,36%,64%,100%,0%,0%,0%,
2016-17,Crescent Academy,District,63921,Teacher,70,20,44,3,64,6,3,29%,63%,91%,4%,9%,4%,
2016-17,Crestwood School District,District,82230,Teacher,238,78,156,4,234,4,0,33%,66%,98%,2%,2%,0%,
2016-17,Cross Creek Charter Academy,District,41916,Teacher,39,23,16,0,39,0,0,59%,41%,100%,0%,0%,0%,
2016-17,Crossroads Charter Academy,District,54901,Teacher,49,16,31,2,47,2,0,33%,63%,96%,4%,4%,0%,
2016-17,Croswell-Lexington Community Schools,District,76080,Teacher,125,16,108,1,124,1,0,13%,86%,99%,1%,1%,0%,
2016-17,Da Vinci Institute,District,38901,Teacher,29,4,21,2,25,4,2,14%,72%,86%,7%,14%,7%,
2016-17,Dansville Schools,District,33040,Teacher,49,43,6,0,49,0,0,88%,12%,100%,0%,0%,0%,
2016-17,David Ellis Academy,District,82947,Teacher,18,1,14,3,15,3,0,6%,78%,83%,17%,17%,0%,
2016-17,David Ellis Academy West,District,82994,Teacher,42,4,33,5,37,5,0,10%,79%,88%,12%,12%,0%,
2016-17,Davison Community Schools,District,25140,Teacher,298,80,211,7,291,7,0,27%,71%,98%,2%,2%,0%,
2016-17,Dearborn City School District,District,82030,Teacher,"1,401",589,799,12,"1,388",13,1,42%,57%,99%,1%,1%,0%,
2016-17,Dearborn Heights School District #7,District,82040,Teacher,142,49,91,1,140,2,1,35%,64%,99%,1%,1%,1%,
2016-17,Decatur Public Schools,District,80050,Teacher,60,30,30,0,60,0,0,50%,50%,100%,0%,0%,0%,
2016-17,Deckerville Community School District,District,76090,Teacher,39,0,39,0,39,0,0,0%,100%,100%,0%,0%,0%,
2016-17,Delton Kellogg Schools,District,08010,Teacher,79,48,31,0,79,0,0,61%,39%,100%,0%,0%,0%,
2016-17,DeTour Area Schools,District,17050,Teacher,16,12,4,0,16,0,0,75%,25%,100%,0%,0%,0%,
2016-17,Detroit Academy of Arts and Sciences,District,82929,Teacher,36,25,9,1,34,2,1,69%,25%,94%,3%,6%,3%,
2016-17,Detroit Public Schools Community District,District,82015,Teacher,"2,533","1,093","1,358",61,"2,451",82,21,43%,54%,97%,2%,3%,1%,
2016-17,Detroit Community Schools,District,82925,Teacher,42,24,14,0,38,4,4,57%,33%,90%,0%,10%,10%,
2016-17,Detroit Enterprise Academy,District,82979,Teacher,37,3,34,0,37,0,0,8%,92%,100%,0%,0%,0%,
2016-17,Detroit Merit Charter Academy,District,82974,Teacher,43,7,36,0,43,0,0,16%,84%,100%,0%,0%,0%,
2016-17,Detroit Premier Academy,District,82985,Teacher,47,8,31,8,39,8,0,17%,66%,83%,17%,17%,0%,
2016-17,Detroit Service Learning Academy,District,82953,Teacher,69,11,54,4,65,4,0,16%,78%,94%,6%,6%,0%,
2016-17,DeWitt Public Schools,District,19010,Teacher,172,105,67,0,172,0,0,61%,39%,100%,0%,0%,0%,
2016-17,Dexter Community School District,District,81050,Teacher,242,124,117,0,241,1,1,51%,48%,100%,0%,0%,0%,
2016-17,Dollar Bay-Tamarack City Area  K-12 School,District,31100,Teacher,24,1,23,0,24,0,0,4%,96%,100%,0%,0%,0%,
2016-17,Dove Academy of Detroit,District,82930,Teacher,27,5,18,1,23,4,3,19%,67%,85%,4%,15%,11%,
2016-17,Dowagiac Union School District,District,14020,Teacher,157,25,130,2,155,2,0,16%,83%,99%,1%,1%,0%,
2016-17,Dr. Joseph F. Pollack Academic Center of Excellence,District,63910,Teacher,46,22,24,0,46,0,0,48%,52%,100%,0%,0%,0%,
2016-17,Dryden Community Schools,District,44050,Teacher,39,15,24,0,39,0,0,38%,62%,100%,0%,0%,0%,
2016-17,Dundee Community Schools,District,58050,Teacher,90,27,55,4,82,8,4,30%,61%,91%,4%,9%,4%,
2016-17,Durand Area Schools,District,78030,Teacher,91,15,74,2,89,2,0,16%,81%,98%,2%,2%,0%,
2016-17,Eagle Crest Charter Academy,District,70906,Teacher,41,15,26,0,41,0,0,37%,63%,100%,0%,0%,0%,
2016-17,East China School District,District,74050,Teacher,263,57,201,3,258,5,2,22%,76%,98%,1%,2%,1%,
2016-17,Eastpointe Community Schools,District,50020,Teacher,217,26,179,12,205,12,0,12%,82%,94%,6%,6%,0%,
2016-17,East Grand Rapids Public Schools,District,41090,Teacher,167,110,52,5,162,5,0,66%,31%,97%,3%,3%,0%,
2016-17,East Jackson Community Schools,District,38090,Teacher,61,14,45,2,59,2,0,23%,74%,97%,3%,3%,0%,
2016-17,East Jordan Public Schools,District,15060,Teacher,49,16,33,0,49,0,0,33%,67%,100%,0%,0%,0%,
2016-17,East Lansing School District,District,33010,Teacher,218,156,59,3,215,3,0,72%,27%,99%,1%,1%,0%,
2016-17,Multicultural Academy,District,81908,Teacher,10,1,7,0,8,2,2,10%,70%,80%,0%,20%,20%,
2016-17,Easton Township S/D #6,District,34340,Teacher,2,0,2,0,2,0,0,0%,100%,100%,0%,0%,0%,
2016-17,Eaton Academy,District,82915,Teacher,26,5,20,1,25,1,0,19%,77%,96%,4%,4%,0%,
2016-17,Eaton Rapids Public Schools,District,23050,Teacher,150,32,117,1,149,1,0,21%,78%,99%,1%,1%,0%,
2016-17,Eau Claire Public Schools,District,11250,Teacher,74,13,61,0,74,0,0,18%,82%,100%,0%,0%,0%,
2016-17,Ecorse Public Schools,District,82250,Teacher,58,25,31,2,56,2,0,43%,53%,97%,3%,3%,0%,
2016-17,Detroit Edison Public School Academy,District,82945,Teacher,61,2,35,17,37,24,7,3%,57%,61%,28%,39%,11%,
2016-17,Edwardsburg Public Schools,District,14030,Teacher,146,112,34,0,146,0,0,77%,23%,100%,0%,0%,0%,
2016-17,El-Hajj Malik El-Shabazz Academy,District,33902,Teacher,16,4,8,0,12,4,4,25%,50%,75%,0%,25%,25%,
2016-17,Elk Rapids Schools,District,05060,Teacher,75,54,21,0,75,0,0,72%,28%,100%,0%,0%,0%,
2016-17,Elkton-Pigeon-Bay Port Laker Schools,District,32050,Teacher,70,30,40,0,70,0,0,43%,57%,100%,0%,0%,0%,
2016-17,Ellsworth Community School,District,05065,Teacher,22,12,9,0,21,1,1,55%,41%,95%,0%,5%,5%,
2016-17,Elm River Township School District,District,31070,Teacher,1,1,0,0,1,0,0,100%,0%,100%,0%,0%,0%,
2016-17,Endeavor Charter Academy,District,13902,Teacher,39,0,31,7,31,8,1,0%,79%,79%,18%,21%,3%,
2016-17,Engadine Consolidated Schools,District,49055,Teacher,20,7,10,0,17,3,3,35%,50%,85%,0%,15%,15%,
2016-17,Escanaba Area Public Schools,District,21010,Teacher,146,103,43,0,146,0,0,71%,29%,100%,0%,0%,0%,
2016-17,Essexville-Hampton Public Schools,District,09050,Teacher,94,53,40,1,93,1,0,56%,43%,99%,1%,1%,0%,
2016-17,Evart Public Schools,District,67020,Teacher,62,15,45,2,60,2,0,24%,73%,97%,3%,3%,0%,
2016-17,Ewen-Trout Creek Consolidated School District,District,66045,Teacher,17,8,9,0,17,0,0,47%,53%,100%,0%,0%,0%,
2016-17,Excel Charter Academy,District,41905,Teacher,40,13,26,1,39,1,0,33%,65%,98%,3%,3%,0%,
2016-17,Excelsior Township S/D #1,District,40060,Teacher,4,0,4,0,4,0,0,0%,100%,100%,0%,0%,0%,
2016-17,Fairview Area School District,District,68030,Teacher,19,6,13,0,19,0,0,32%,68%,100%,0%,0%,0%,
2016-17,Farmington Public School District,District,63200,Teacher,651,112,537,2,649,2,0,17%,82%,100%,0%,0%,0%,
2016-17,Farwell Area Schools,District,18020,Teacher,75,17,55,3,72,3,0,23%,73%,96%,4%,4%,0%,
2016-17,Fennville Public Schools,District,03050,Teacher,85,18,67,0,85,0,0,21%,79%,100%,0%,0%,0%,
2016-17,Fenton Area Public Schools,District,25100,Teacher,188,127,61,0,188,0,0,68%,32%,100%,0%,0%,0%,
2016-17,Ferndale Public Schools,District,63020,Teacher,196,115,80,1,195,1,0,59%,41%,99%,1%,1%,0%,
2016-17,Fitzgerald Public Schools,District,50090,Teacher,161,15,142,2,157,4,2,9%,88%,98%,1%,2%,1%,
2016-17,Flagship Charter Academy,District,82997,Teacher,40,1,28,10,29,11,1,3%,70%,73%,25%,28%,3%,
2016-17,Flat Rock Community Schools,District,82180,Teacher,100,23,76,0,99,1,1,23%,76%,99%,0%,1%,1%,
2016-17,"Flint, School District of the City of",District,25010,Teacher,303,44,228,23,272,31,8,15%,75%,90%,8%,10%,3%,
2016-17,Flushing Community Schools,District,25120,Teacher,268,15,252,1,267,1,0,6%,94%,100%,0%,0%,0%,
2016-17,Forest Area Community Schools,District,40020,Teacher,48,14,30,4,44,4,0,29%,63%,92%,8%,8%,0%,
2016-17,Forest Hills Public Schools,District,41110,Teacher,620,88,530,1,618,2,1,14%,85%,100%,0%,0%,0%,
